Episode,Reward,Avg_Delay,Throughput,Dropped,Energy
62,-79468.02417083648,98.48280618846898,493081018.54348594,7619,370.88179425996526
63,-77402.95540405484,87.59293403337838,725543535.8684372,7436,367.7180880509539
64,-78877.75881416498,141.59052830694202,560270569.7824428,7568,368.7575979409996
65,-75073.93746276427,163.91383967433782,991892050.0675937,7230,364.13082636687517
66,-73871.3282728028,114.57870347004712,1133517231.4595957,7123,363.2690863405726
67,-78105.27821557043,382.0115532707909,649418056.2435242,7498,369.3228252049988
68,-75899.66262677762,32.16505567137651,908782575.2496405,7304,365.4572036665227
69,-74294.22738217014,55.59552912510972,1080617395.025429,7161,362.9393868443231
70,-78651.35744854737,795.0550169479361,587904997.3340703,7547,369.54566441673387
71,-79533.16165952705,375.7737650480932,481072505.93211,7625,370.3772335340047
72,-77901.06800491076,133.71613532396753,676134683.8120126,7482,367.27007520845854
73,-77906.45708660201,93.38396505351649,673285136.4922024,7481,368.5048983783483
74,-78333.25258744558,116.86323999105112,623323942.5826616,7519,368.84758630578204
75,-70955.48490685948,30.745436496462556,1461527694.8321705,6865,358.3717071857253
76,-79318.90304067139,303.1611156646111,513227059.84555715,7606,370.7848561113673
77,-71036.22990189491,46.25003381376427,1465289152.843268,6873,358.81814503770505
78,-77087.01395698579,158.85693296086018,770459052.6337842,7409,367.08083922388147
79,-76000.21336976637,58.27704989956198,893489735.9476331,7312,366.13213069726555
80,-78871.62327281269,74.33543781190386,555792473.9861352,7567,368.7422066734527
81,-77560.08153668387,157.88889949323328,706036306.8016653,7449,368.7231475456447
82,-75904.99038644765,49.8375697385131,894534142.65761,7303,365.7145658075158
83,-76901.77206896164,510.50719086936374,787839404.2893904,7391,368.02447546929164
84,-74756.86544434447,75.70297334239386,1033285420.2260121,7203,363.0615351442815
85,-76810.0851768579,31.320996976574698,796096665.0082113,7384,366.6159161855352
86,-74672.63061404954,70.53313081031811,1051053620.8241688,7195,364.203821919825
87,-73347.99834425302,31.799654852212186,1184575197.7394116,7077,361.3778351443753
88,-76111.07628408915,54.09764046548585,874604022.3708088,7321,366.5614828697846
89,-78934.91157805658,227.4577261812157,558409530.90713,7572,370.32548515710545
90,-78746.79845269665,102.59600934370252,579314478.57991,7556,369.3476788442616
91,-77893.05185172723,212.18817859384026,673587200.7087109,7479,369.1826012954131
92,-78542.16094377662,395.17813341751696,592968500.971815,7536,370.02595727355657
93,-79740.72040332636,1925.0800999641265,455781281.2857671,7643,370.8790832928652
94,-74917.04988276117,184.21883339793342,1012103327.541002,7216,364.21736731319055
95,-75731.76427354939,246.15149676241225,914369529.8493042,7285,368.0620752955726
96,-76886.04029912675,41.7419234503233,784730171.9857075,7391,366.20986140334435
97,-76739.8533774532,158.99304345410883,804603838.819922,7377,367.3709391972428
98,-76204.51696653968,193.04576440482825,859873813.4311701,7329,366.6154907657253
99,-74692.16868542874,154.08178109305288,1038096569.6454527,7196,363.9760757733609
100,-75363.72263479057,39.347148990654794,962267420.663824,7256,364.52471506935507
101,-76358.33592937487,52.28233478854771,855996377.404063,7344,366.69282877001694
102,-77968.87242430718,101.07959805454045,658268618.8575224,7485,369.4163887226786
103,-76088.94709578926,64.46844838360184,879140219.3026575,7318,367.76117378288035
104,-77622.06546857288,170.43696285969273,695492374.6503313,7454,368.97418214773535
105,-73482.70205210544,22.059765222126327,1168809703.3643732,7089,361.4552607748073
106,-73672.65787773422,22.076726586782083,1150836822.4882119,7106,361.92784220119074
107,-75056.05504673597,182.69712067653992,1000046164.2709063,7229,364.0634976130958
108,-75120.8276864641,316.5324981871601,994040445.8092295,7235,364.07106637032274
109,-75263.52423896104,91.0265377528881,974993479.0184094,7246,365.6339872996869
110,-74940.0061463834,131.82580987721877,1017762651.7426087,7219,364.0411905388348
111,-73262.38386214252,38.590547993176536,1211083855.161513,7068,364.1790391607182
112,-75349.73323162296,133.09744561869246,969999664.6227394,7255,364.84994426658596
113,-77117.75047138074,109.2195703083456,766472426.649672,7411,367.80250921801394
114,-73564.32194691694,49.19827604813465,1169373791.517182,7096,362.6880028137773
115,-75953.63207026757,71.10695391671554,889990627.178327,7307,366.181412086723
116,-74995.23509460915,74.29925874246396,1004328198.7765032,7223,364.3013255608361
117,-77361.74104851794,126.59300799908975,730346223.437243,7431,369.034578325203
118,-75090.66223342723,76.12349337860061,992703659.8284299,7231,364.9157796049237
119,-74884.18717649227,77.53762672794508,1023924572.1316307,7214,363.9711499237604
120,-72942.6827746136,34.981514658929534,1236880303.9188702,7040,362.4247402420849
121,-71099.05608982571,11.426001469950263,1444368976.7824025,6879,357.1782223847978
122,-74914.99229728384,389.40376875119915,1011016453.1669506,7215,364.9384239690607
123,-73333.2993620618,18.38832402041464,1197193107.6165683,7075,363.032320887784
124,-79146.76405491977,422.64856516988823,527481142.59905946,7591,369.79487316463167
125,-77060.47733643303,127.967624768511,763550241.7059792,7404,368.83056491317177
126,-76047.73558738931,85.48107312825805,884844830.3006352,7317,365.2146358621669
127,-76187.36315128967,63.713922657494976,862013108.9613948,7328,366.1187617119383
128,-78144.9630384112,116.16302352408027,635886883.0180027,7502,368.10517669213203
129,-77715.79120235071,233.46373028079518,703714817.0027502,7465,368.1306535638357
130,-74554.42785098072,79.57352176678664,1061717123.4242083,7184,364.30241382333764
131,-71558.3467606324,22.209970699066385,1407894434.0159597,6920,359.0019523603652
132,-75567.39220981163,84.17388428343371,939389710.4898933,7274,364.92970383654966
133,-75442.08881585929,161.06665917703572,961717151.620183,7263,365.28726265416526
134,-78751.42650490996,905.746917939139,570263083.3542491,7556,368.9973035664745
135,-69896.33466477632,10.941838137687673,1600466448.054062,6772,357.6148324979093
136,-78870.40744155379,325.8898678743679,560077023.1824476,7566,369.9657640310142
137,-79841.12275517857,445.18553912547594,446798899.9889606,7652,371.1739660008696
138,-74861.45627335794,57.24433024682416,1017285652.7339479,7212,363.10452701232117
139,-75342.24023940752,77.91043782591777,966364072.8893665,7255,363.70482308842793
140,-77532.92310249583,114.28602071836322,707301746.9693307,7446,369.11466129097374
141,-76550.16978921725,264.04812582292584,833809814.411351,7360,367.8951518834512
142,-79837.8246199439,324.43999127428674,451000156.4193878,7652,371.17851353795857
143,-78331.8832862459,182.3610840674777,617794716.007886,7518,369.1961363571779
144,-77993.96916130932,334.9561002828782,651348960.270655,7486,370.32952008029497
145,-75644.92151188898,150.18246095792477,925506987.3392737,7280,365.40305568184544
146,-76135.22223173306,71.99881529247132,878975962.9340465,7326,364.4259548664459
147,-76077.67132459885,52.78740588190693,885808300.3059072,7320,365.28558442822026
148,-73754.86109706292,48.91905897602558,1152392285.781529,7113,363.31900303496644
149,-76551.22373601879,319.46372020063234,826560235.6824129,7361,366.44231712551584
150,-76824.57507154325,75.94489208957084,788653936.0703456,7385,366.3738305567005
151,-79186.50608310559,519.7405682120946,530399104.5241751,7595,370.0328345865809
152,-74340.21873392718,61.497785788382224,1076283364.263887,7164,364.11398021752063
153,-75617.87348882011,180.74653448538274,940769145.4495258,7277,367.08072871235674
154,-74759.75980812022,49.43690774885512,1039904481.0549138,7202,364.9640746583286
155,-78991.11687328077,190.58338211166614,551138264.680972,7577,370.3131945933863
156,-73590.36615085386,48.679657347826144,1169211944.4553545,7099,362.2856773946232
157,-74639.37727677378,33.14416554636272,1047533663.8023566,7192,363.56441511802916
158,-80026.87772266206,669.7944817513168,427595909.0046184,7669,371.0354990600843
159,-76547.96064081832,86.85288478353337,834774053.4664289,7362,365.84330374123164
160,-76677.58035465292,63.80487677646734,810070624.4481229,7372,366.5967523004976
161,-76703.56475835954,122.12643938069797,802149916.5193006,7374,366.4907706892936
162,-75927.82678374492,65.94190167352494,891703484.1170369,7305,365.7410340068565
163,-78341.59716411812,203.93326443406838,615581130.6813573,7518,369.9282856220961
164,-75958.97416429127,31.040235308781988,891431398.2165644,7308,365.85527021000604
165,-73146.80613835811,42.127331216950864,1218038952.6954567,7059,362.2166712323152
166,-71835.70753226563,29.631837794284767,1365853409.7868042,6943,360.0096365427816
167,-78489.2669820992,200.15585654032486,597925034.5716257,7532,369.17593492668175
168,-78475.47399912275,401.7728321882008,613138834.672655,7532,369.1779054588325
169,-78975.40560131067,201.59119831479555,545283609.2352335,7574,371.18381508408305
170,-74884.47489615918,124.96860123184881,1020775846.4439201,7213,364.70911666313
171,-76799.4018743441,36.83799599760965,792543508.8255383,7380,369.16841820624313
172,-78152.22610324032,214.64238383605317,639875041.8692752,7502,369.169443113211
173,-73642.91953180412,77.81903395320272,1163964246.844963,7103,363.077604246758
174,-76678.50244717595,633.8916671635811,809093851.1593904,7373,365.58867644366853
175,-76010.86774811942,90.24453450949746,892407621.7331644,7313,366.1398634014759
176,-77610.1886219894,214.65536486156677,708826333.0715939,7454,368.9948349813421
177,-79657.44958466367,386.4316395136204,471114815.82888925,7636,370.92633794888405
178,-73415.22528906989,24.3412740327567,1190929706.2502072,7083,362.68229869480916
179,-76472.79826656301,81.26973292337381,832051630.575516,7353,367.0026058215246
180,-74957.48964757398,113.32018903338447,1010549358.3730953,7220,364.15574139310905
181,-78124.45344209857,206.8121543978506,640749025.8711396,7499,369.4492502476983
182,-72714.30731997924,45.17674146185148,1265078227.7382073,7022,360.0829031135319
183,-77131.6878755901,154.3440134809474,760082127.8574685,7412,367.66779266383753
184,-81027.27826188039,1684.7762290643848,315974037.9395278,7758,372.3596196508528
185,-77418.5642933815,136.71785652783402,722855375.0081242,7435,369.99588757450294
186,-76508.79509053839,115.62947177409909,833436003.5994881,7357,366.77329456013473
187,-75246.03499842488,101.10474822843683,975142660.7437441,7246,363.9003034004214
188,-79300.24800950188,810.9062957093385,511603963.2309954,7605,369.7807727854951
189,-77640.55517077302,214.09579386987264,699623100.9060388,7457,368.2541296150873
190,-75292.79073542269,128.69533783630018,972663360.4534942,7248,366.3363974386149
191,-73536.47460637665,363.3482084521769,1176212140.4491775,7095,361.5605761293198
192,-75071.31103150584,104.63860535505012,996765559.6595861,7231,363.3376953814917
193,-80414.35528869597,1756.0805139880636,381946677.6850221,7704,370.8395205108089
194,-74082.94626668212,95.60427722837169,1113703801.7325518,7142,363.72175849777085
195,-78398.07790886068,367.4514980392162,613092662.8383311,7525,368.3790533514421
196,-77812.2352100701,304.60914090508913,680913655.3564045,7472,368.75303165533046
197,-76456.9728581825,39.33894773170527,840407493.0498204,7352,367.2259642250211
198,-77174.34257174982,70.32206591342874,753107374.9438897,7415,368.29844187448475
199,-77973.24693531668,453.3272073821956,663056392.4754876,7486,369.28195701422817
200,-73599.55880563663,67.86908447485118,1159055072.9732015,7098,363.2984078866207
201,-77493.89265016631,157.7235621146111,716604122.2275772,7443,369.02938412152366
202,-76099.47406268712,53.57820555627179,877792466.1133907,7321,365.7348306714806
203,-78108.1320503556,231.53637739524234,643561572.4097548,7498,369.1056259518341
204,-79633.06641013679,366.8496134729961,476402764.77507305,7634,370.9794535193246
205,-75360.2255709453,187.9180776094381,963274053.8814491,7254,366.24406390173414
206,-79117.8573686961,125.78555970512375,532442544.7970108,7588,370.3407117992735
207,-79819.35344299156,158.02712552532245,446210611.01666176,7650,370.97413662664917
208,-77944.86931175072,101.44423655555626,663589333.7556354,7483,369.51054239016594
209,-78367.22097153403,323.4469338060642,624252800.9308561,7522,369.3314496161324
210,-77456.05673267528,495.10705720665896,718452503.4534875,7440,368.410522051088
211,-73588.8456383654,62.43597490531635,1163516113.125746,7098,362.6620435511119
212,-77839.57808564328,387.1712079100372,672394188.7931752,7473,369.7198518915175
213,-76999.2165148286,144.75194775291385,775122779.3019446,7401,366.73823834715637
214,-79562.26304963342,381.65993778993425,489940571.8238911,7627,372.08228596582165
215,-76085.12457305814,59.39308190404874,881675075.2517494,7320,365.6461543735883
216,-77590.8593990249,79.31746578051222,697210203.5219225,7451,368.9851681229517
217,-77316.54119463514,80.37052475396393,735257624.5596894,7428,368.0041037086319
218,-77436.80627091366,109.0507847060624,724878998.9877592,7439,368.10888074262084
219,-77535.9019024668,190.894442160301,706191381.5168713,7447,368.3472953686343
220,-79431.44697147267,364.66200821701284,494582483.06696963,7615,371.3496770881733
221,-78955.5552648208,208.07829298718195,543868249.2157165,7574,369.11492651296163
222,-75363.7236608803,219.5377990854518,963910845.4332526,7256,364.6671156103574
223,-75610.27656892876,59.83430281486166,931392768.5646609,7277,365.46926633706795
224,-77204.68176960979,100.5202442575464,757059890.1453698,7418,368.67016028672697
225,-72550.8002948225,16.276576002565026,1282765227.9147115,7006,361.2569675388207
226,-79778.72150409108,736.6438667417405,459284259.75193673,7648,370.02571084480604
227,-76677.98955043765,620.5397473658066,820317420.2290173,7373,366.5566488674108
228,-72858.38325143968,82.38559313628619,1260079213.693479,7033,363.0373786748273
229,-76304.57737160481,287.5342122201913,852199051.3285744,7339,365.9752662565253
230,-78511.69580582272,330.37973841048813,600848629.2398734,7534,369.70268999489736
231,-72757.35330976428,21.309733225353366,1258179156.1036732,7025,360.76896767124276
232,-75940.5436928983,145.0286404923283,895935722.357531,7305,367.3582320608002
233,-79276.87537536697,195.047583320391,513810882.3566653,7602,370.6339079295217
234,-77536.48803561153,301.02499069548895,713026593.1420094,7448,368.0092070067258
235,-75950.42705442553,86.67932658795289,892689073.2703323,7307,366.11673062491695
236,-76955.55785373817,156.38269761705428,768876750.3224939,7395,367.77023075084225
237,-77623.73669608313,529.9969845879998,694132062.625784,7455,368.0561272406362
238,-73674.21860054192,20.863843532284413,1156601519.6661425,7106,362.55910602480225
239,-76780.68137699072,69.35846896759601,800228664.9302582,7381,367.00885617444806
240,-77590.70463393933,388.4579292030199,705822347.1038765,7453,367.8005171431378
241,-79122.24537015162,177.86499661519684,529478001.5146503,7589,369.5254281700196
242,-77301.27485367114,275.8898972032382,742653961.1927687,7428,367.1149104629538
243,-75322.50544617348,150.30426969639495,968542903.373533,7251,365.9329209681305
244,-76324.8483161243,125.44573876661545,853065702.5916706,7341,366.0552277680878
245,-76685.6421833275,62.96069905107986,819275235.5980192,7372,368.22823797180587
246,-77997.50329071534,311.6348969789171,656872762.017379,7488,369.1709366960737
247,-79165.97964821132,264.217815721477,523958409.44750285,7591,371.3801256701947
248,-75740.94661700641,114.40922420702002,928056744.5853591,7289,366.2540909285651
249,-79165.86918232718,366.1737026477147,526605362.98382246,7593,369.6242807586588
250,-76785.83750919635,196.16554708606444,796010280.4605942,7381,367.1870873624425
251,-77663.03925581652,130.9837554855362,697140675.8157189,7458,369.2283103672246
252,-75217.41803757421,35.36305522178549,990955620.5572737,7244,364.40223422784067
253,-78894.2568076573,271.1142996547127,556817325.9708738,7568,370.0672332123039
254,-77828.62909399396,253.7065049447521,674938253.2461784,7473,368.82760750744035
255,-79834.56579782281,720.2271114477126,444537478.65276784,7652,370.30748689280125
256,-79254.3209799262,202.60724336901097,515334116.7356166,7600,370.51749289223886
257,-77940.50639524868,278.4091508057385,666899479.8050575,7484,368.4029274636047
258,-73821.14567778957,141.08174390499352,1141358440.9135573,7120,361.92945206904113
259,-78345.53780688664,471.4621731908166,621100118.2649978,7519,369.83649951831126
260,-78855.09448066608,383.78321267385036,557539880.7550842,7564,370.25145149474184
261,-77067.6502573358,151.77465438603863,769681719.3583977,7406,368.09221827163674
262,-73885.62409245285,134.64199515483978,1134996376.0969737,7123,364.83963478450613
263,-76685.37967558284,66.66034154731211,810499938.64185,7373,366.397585082423
264,-79894.34988100444,360.85512482576604,444634612.8042437,7656,372.2676997468645
265,-78733.73025472037,153.27468978662284,574136482.7115117,7553,370.5678259825622
266,-78291.39390172808,98.28719732328261,624606554.7814535,7515,368.8000659028818
267,-75474.1200151403,98.5168800193705,957332050.5423158,7265,366.1472408859895
268,-78780.44105256726,291.42653011756045,569103328.3211154,7558,369.8219587876819
269,-78738.04929158046,142.9670354398787,569660855.5249879,7554,369.6083224854714
270,-75949.36456932625,102.9599920606013,893992785.6154279,7307,366.0973472993433
271,-74478.21427012207,220.21314345648378,1065411537.6854126,7178,362.9993387312208
272,-77925.46484882254,52.26112744087657,666213621.3878053,7482,368.79962266424207
273,-78486.99528363686,182.81533402882707,608877420.0629778,7533,368.9651295617343
274,-74969.84884670062,64.27916612230247,1015677100.840273,7220,365.8412315010626
275,-77233.07014166593,194.12801159194242,747594865.3064268,7422,366.7028222939901
276,-77299.91120891646,242.6194711334616,736145693.2758038,7428,366.37236011351814
277,-78496.30002467625,263.61644614263537,610003427.8255321,7533,369.99589383495453
278,-74277.99008712902,40.036686076184104,1084686239.7294471,7160,362.6449244764158
279,-74122.3686066968,143.8081652234886,1102096643.3786693,7145,363.645251860624
280,-75963.35388476774,95.9738869594543,897904456.12745,7309,365.8595486955219
281,-75016.7071005705,200.07639232422338,1009658135.0982281,7227,362.96325540603436
282,-76509.26861695721,246.14106804101422,823134032.9089494,7356,366.9267772190563
283,-78969.92665307646,184.77213603462977,547384701.9397105,7574,370.8452006655588
284,-79711.7212327293,797.1967289859505,462274619.52863884,7640,371.56788962702814
285,-79647.7573430476,357.98731524839917,467888124.9467752,7635,370.7021452855866
286,-78431.87368293316,245.17179644143565,614633269.2883315,7527,369.9380067609004
287,-75834.84833439326,82.6364827348627,911360340.5018685,7296,367.1811954060246
288,-76556.47728761008,92.85591652159573,832649737.8159649,7362,366.495947789021
289,-78067.98279845848,248.850587145646,655662111.5012434,7495,369.14137690059766
290,-79988.1390065715,412.1269652502368,432750082.7296944,7665,371.67867127164044
291,-77474.35260420777,430.24731294849647,722187847.7151715,7443,367.5821051135216
292,-78215.6678453804,467.12771742280586,635916876.8637613,7508,369.19050727456283
293,-74089.306768918,101.3805166999161,1109377595.9300373,7142,363.9709655579318
294,-77257.7163404882,536.8386528574235,740353178.2523777,7423,367.5053523585116
295,-77029.3453468295,61.65520589556842,771665205.1549063,7403,367.4348640461288
296,-76140.11574854834,30.576684371671764,876364250.2663041,7325,365.66613644057827
297,-77181.73607957557,148.09271834750726,750962202.0828216,7414,369.82694989962357
298,-75759.10244686298,79.57578309027586,909296503.6953012,7290,365.4144889714932
299,-79657.21973957896,641.755393809288,462949212.95323,7633,373.1091886835212
300,-76487.89280969175,351.96265866910187,826537343.2090367,7354,367.0256786107356
301,-74666.34450266187,82.23301462918184,1041899992.0651659,7194,363.7598791049404
302,-76972.45326517387,91.46001922898506,784744487.0578009,7399,366.9080013659803
303,-75912.09097336953,158.1848978607154,900919797.5059783,7304,366.02499239939914
304,-78509.92000676072,257.84256292056557,603097279.3244052,7534,369.68922294495496
305,-79825.2670620505,543.4552775600006,449377116.5171548,7651,370.814514878273
306,-76505.57913388732,195.3851476524178,833920873.5667942,7356,367.48056047945215
307,-75416.31850350006,57.496323302307495,954607085.6350294,7260,365.1363046847166
308,-75480.90227808872,60.04206516042723,951031956.6004583,7265,366.2549606525032
309,-76212.10569097873,58.48350023183711,865035105.542627,7331,365.8683619247068
310,-75547.29822574697,509.96231284493814,938128501.6521958,7273,363.79024878842
311,-73636.24514600553,90.63060049017344,1154220882.453586,7102,362.5929890989198
312,-78453.69910393505,276.29151817463605,616544710.2654587,7530,369.32152014272884
313,-78167.5366298485,126.99500203920434,639978085.5694703,7504,368.7249719477884
314,-78766.63565100681,400.09386516353123,571597791.4527692,7556,370.63452538724596
315,-75891.33075708627,98.83854759385589,896702940.5454543,7303,364.50669116772696
316,-79047.43960828985,186.74555766843622,534881073.40753794,7581,370.47553623685775
317,-75032.10195363573,66.80628385326224,1001143028.2974671,7225,365.74241380074915
318,-77041.19240492934,133.50316935543776,772508974.1997206,7404,367.701012763318
319,-77393.1208089033,66.34130527558962,728198911.6915853,7435,367.97924762734846
320,-77239.1019910176,700.3764044893763,749109760.8379484,7422,367.4412112544003
321,-77532.74474989795,691.4092168425855,713044061.2506049,7448,367.62855572382176
322,-75501.64493947172,134.09264721980492,951103992.6572268,7267,366.2849039672524
323,-75971.85466750966,48.75468831535359,902031839.7093645,7310,366.08085826442004
324,-69450.54140583045,14.720905989639215,1642422134.398579,6734,354.7283692298368
325,-76358.13236988947,182.48810082388732,852867003.8994104,7343,367.41311088521906
326,-76660.14277794567,76.58777636420704,812551235.3289052,7370,367.0641984546718
327,-79675.90226239407,166.98361146795156,462869276.3505509,7637,371.0776862119047
328,-79495.77395509256,306.20893452434564,492552742.1702682,7621,371.6359901624681
329,-75289.3294261061,315.64607089496974,973790267.8552805,7250,364.09240402253187
330,-75864.23013542386,237.04729303029706,908810892.1441346,7300,365.9171331686789
331,-74190.06083774641,71.60215282502728,1099924629.403915,7152,363.2094946514849
332,-77560.34013244846,151.64541668359513,706997638.3168231,7449,368.8571078514218
333,-78022.6667207326,89.17082315552265,658881120.6744971,7491,368.8745980124843
334,-76953.72430565221,89.63497690800178,775479498.5958353,7396,367.184164477084
335,-78822.83182704447,403.75414883885884,567341959.0987406,7562,369.9374892756448
336,-75364.71069676906,61.59229392656965,964772796.0455388,7256,364.8541032768511
337,-80082.49115276117,680.1771366616581,419793999.57310444,7674,370.95100225758534
338,-73879.9006480214,105.97251636609533,1127659762.2556574,7125,361.6043232813081
339,-76543.5054575129,68.45828453521568,840455112.5197041,7361,366.88103915832164
340,-75916.9654814538,134.10001730784043,896460600.902915,7303,367.0856572371688
341,-77257.41194348123,213.8075045669327,750278621.8337705,7423,368.34412577585584
342,-76194.42712499153,80.09140781431415,869043021.9879967,7329,366.45780188987123
343,-74880.19684721838,103.89538508346517,1016291295.9213488,7213,363.9222740909084
344,-79356.6660494161,295.86294112717167,506237506.6057968,7610,369.9459025567149
345,-75800.92526071056,78.2414910015964,923237569.0731187,7295,365.82938138043824
346,-73196.04983736982,84.43235487218598,1217964841.5169425,7064,362.1863586966528
347,-76129.60429628745,128.24091972168875,881014497.5933795,7324,366.0045941723497
348,-74578.05616675914,33.576931886876295,1055436359.9487518,7185,365.079164311707
349,-75587.58704316497,263.46800914189055,936194299.8067938,7273,367.581657854953
350,-80858.28697126925,458.21823984623984,330334895.63253963,7742,372.68233896155687
351,-76818.38064024328,237.03449633473576,794353560.0126661,7385,366.3324054877557
352,-74855.68899434817,22.009432917321778,1024134968.3969674,7211,364.1148054331895
353,-79229.68178343786,291.53562742562696,516999224.61863655,7597,371.1104642892467
354,-72993.30494233477,38.30025857537812,1232100616.816769,7045,362.08580158382443
355,-75103.45679166373,57.75117021277272,1001524505.0625218,7233,364.9497470445929
356,-77988.05816127658,297.49655650649123,654955190.913059,7487,369.0609960678942
357,-75860.79314833239,168.1416718992743,904686202.655034,7300,365.2184951120115
358,-78746.03048414104,394.1841444553288,571676507.180599,7554,370.55316600463703
359,-77671.68229705178,219.39528642446163,701650561.0860971,7460,368.50601261236466
360,-76895.81066070111,113.33000672050866,787923164.9954408,7391,367.4796266685191
361,-79033.2873483374,173.4499802276698,535793598.4347557,7580,370.1854033293983
362,-73313.15300498343,58.585278789536524,1192829581.1950266,7075,360.6624704511858
363,-76065.21675531415,102.40935989365015,891698291.2162434,7318,366.53118700099384
364,-76984.00335406465,234.2207081429833,765904516.032146,7396,369.3253932057823
365,-76716.45842230342,585.7396963714406,801720422.4919012,7376,365.73592134684617
366,-77066.35297569961,132.20577869943037,758673550.2575886,7405,367.9483009011794
